categoria,objetivo,objetivo_nome,sub_indice,n_objetivos_com_dados
5215231,3,Identificação Única,0.0,7
5215231,4,Segurança e LGPD,0.0,7
5215231,5,Dados e Interoperabilidade,100.0,7
5215231,6,Infraestrutura,46.66,7
5215231,7,Inovação e Tecnologias Emergentes,,7
5215231,8,Eficiência e Processos,,7
5215231,9,Transparência e Participação,61.11,7
5215231,10,Competências em Governo Digital,,7
5217609,1,Governança do Governo Digital,100.0,7
5217609,2,Qualidade dos Serviços Digitais,79.33,7
5217609,3,Identificação Única,0.0,7
5217609,4,Segurança e LGPD,20.0,7
5217609,5,Dados e Interoperabilidade,100.0,7
5217609,6,Infraestrutura,57.75,7
5217609,7,Inovação e Tecnologias Emergentes,,7
5217609,8,Eficiência e Processos,,7
5217609,9,Transparência e Participação,77.78,7
5217609,10,Competências em Governo Digital,,7
5218805,1,Governança do Governo Digital,100.0,7
5218805,2,Qualidade dos Serviços Digitais,66.67,7
5218805,3,Identificação Única,100.0,7
5218805,4,Segurança e LGPD,60.0,7
5218805,5,Dados e Interoperabilidade,0.0,7
5218805,6,Infraestrutura,67.05,7
5218805,7,Inovação e Tecnologias Emergentes,,7
5218805,8,Eficiência e Processos,,7
5218805,9,Transparência e Participação,55.56,7
5218805,10,Competências em Governo Digital,,7
5220454,1,Governança do Governo Digital,100.0,7
5220454,2,Qualidade dos Serviços Digitais,84.0,7
5220454,3,Identificação Única,100.0,7
5220454,4,Segurança e LGPD,40.0,7
5220454,5,Dados e Interoperabilidade,100.0,7
5220454,6,Infraestrutura,77.09,7
5220454,7,Inovação e Tecnologias Emergentes,,7
5220454,8,Eficiência e Processos,,7
5220454,9,Transparência e Participação,88.89,7
5220454,10,Competências em Governo Digital,,7
5221403,1,Governança do Governo Digital,100.0,7
5221403,2,Qualidade dos Serviços Digitais,74.0,7
5221403,3,Identificação Única,100.0,7
5221403,4,Segurança e LGPD,60.0,7
5221403,5,Dados e Interoperabilidade,0.0,7
5221403,6,Infraestrutura,87.68,7
5221403,7,Inovação e Tecnologias Emergentes,,7
5221403,8,Eficiência e Processos,,7
5221403,9,Transparência e Participação,55.56,7
5221403,10,Competências em Governo Digital,,7
5221858,1,Governança do Governo Digital,100.0,7
5221858,2,Qualidade dos Serviços Digitais,55.33,7
5221858,3,Identificação Única,0.0,7
5221858,4,Segurança e LGPD,40.0,7
5221858,5,Dados e Interoperabilidade,0.0,7
5221858,6,Infraestrutura,46.76,7
5221858,7,Inovação e Tecnologias Emergentes,,7
5221858,8,Eficiência e Processos,,7
5221858,9,Transparência e Participação,55.56,7
5221858,10,Competências em Governo Digital,,7
5300108,1,Governança do Governo Digital,100.0,7
5300108,2,Qualidade dos Serviços Digitais,96.0,7
5300108,3,Identificação Única,100.0,7
5300108,4,Segurança e LGPD,100.0,7
5300108,5,Dados e Interoperabilidade,100.0,7
5300108,6,Infraestrutura,86.93,7
5300108,7,Inovação e Tecnologias Emergentes,,7
5300108,8,Eficiência e Processos,,7
5300108,9,Transparência e Participação,88.89,7
5300108,10,Competências em Governo Digital,,7
